taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2490847	Myadestes melanops Salvin, 1865	2490847	Myadestes melanops Salvin, 1865	27204	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Myadestes	2490834	Myadestes melanops	2490847	LC
2480836	Agamia agami (Gmelin, 1789)	2480836	Agamia agami (Gmelin, 1789)	1392	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Agamia	2480835	Agamia agami	2480836	VU
6171520	Xiphocolaptes promeropirhynchus costaricensis Ridgway, 1889	6171520	Xiphocolaptes promeropirhynchus costaricensis Ridgway, 1889	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Xiphocolaptes	2485457	Xiphocolaptes promeropirhynchus	2485461	
2491046	Acanthidops bairdii Ridgway, 1882	5788831	Acanthidops bairdi Ridgway, 1882	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Acanthidops	2491045	Acanthidops bairdi	5788831	NE
6170723	Ara ambiguus ambiguus	6170723	Ara ambiguus ambiguus	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara ambiguus	5959233	
2496697	Trogon clathratus Salvin, 1866	2496697	Trogon clathratus Salvin, 1866	1782	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Trogon	2496633	Trogon clathratus	2496697	LC
5231162	Emberizoides herbicola (Vieillot, 1817)	5231162	Emberizoides herbicola (Vieillot, 1817)	193	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Emberizoides	7683848	Emberizoides herbicola	5231162	LC
2480995	Daptrius americanus (Boddaert, 1783)	2480994	Ibycter americanus (Boddaert, 1783)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Ibycter	2480993	Ibycter americanus	2480994	NE
2486404	Procnias tricarunculata (J.Verreaux & E.Verreaux, 1853)	2486403	Procnias tricarunculatus (J.Verreaux & E.Verreaux, 1853)	23	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Procnias	2486399	Procnias tricarunculatus	2486403	VU
2488333	Bangsia arcaei (P.L.Sclater & Salvin, 1869)	2488333	Bangsia arcaei (P.L.Sclater & Salvin, 1869)	2551	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Bangsia	2488329	Bangsia arcaei	2488333	NT
